specObjID,bestobjid,oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,elliptical,spiral,other,u,g,r,i,z,petroRadErr_r
528163911514482688,587727944027078984,390.1797,80.22017,242.4286,334.323,0.34400001168251,0.593000002205372,0.061999998986721,19.00379,17.49798,16.67595,16.2451,15.95881,0.3469839
531447878573385728,588848898820866365,14.51054,45.93607,90.19453,166.6972,0.625,0.25,0.12499999627471,19.65624,18.1311,17.39307,17.01081,16.73606,0.06481519
540476243997386752,587727942958776435,20.65406,39.32627,92.14869,177.8965,0.804000020027161,0.156999994069338,0.0390000008046627,20.89358,19.26378,18.08289,17.48451,17.06444,0.2883078
547348465223493632,587725551205089402,115.219,122.3203,416.7256,689.926,0.764999985694885,0.116999998688698,0.118000000715256,18.83484,17.7118,17.01325,16.56761,16.31824,0.1295641
548354518916556800,587725551205875852,241.7565,49.04885,200.6125,204.8098,0.699999988079071,0.150000002235174,0.150000002235174,19.56306,18.43342,17.72735,17.33068,17.15709,0.09532195
554092320547432448,587725818022985921,18.71769,49.207,175.7361,309.6477,0.541999995708466,0.373000010848045,0.0850000008940697,19.43493,17.99416,17.23853,16.77831,16.52464,0.3084153
557330107966973952,587725817489391744,888.9366,359.5489,1036.679,1596.401,0,1,0,17.45474,16.36111,15.93468,15.56127,15.43054,0.1232
557355121856505856,587725816415191161,275.2204,35.14751,169.9508,150.3553,0.156000003218651,0.84299997612834,0,18.86842,17.37489,16.57137,16.15255,15.85046,0.1064243
563082752904161280,587726033308942567,738.4233,91.14347,240.2751,309.9356,0.633000016212463,0.233999997377396,0.133000001311302,19.46926,18.06368,17.31828,16.89794,16.702,0.08154745
563082752904161280,587726033308942567,738.4233,91.14347,240.2751,309.9356,0.633000016212463,0.233999997377396,0.133000001311302,19.46926,18.06368,17.31828,16.89794,16.702,0.08154745
563082752904161280,587726033308942567,738.4233,91.14347,240.2751,309.9356,0.633000016212463,0.233999997377396,0.133000001311302,19.46926,18.06368,17.31828,16.89794,16.702,0.08154745
566390633720211456,587726032237428888,82.77917,45.43195,139.2689,197.107,0.114000000059605,0.872999988496304,0.0130000002682209,18.76068,17.2798,16.36196,15.91411,15.5593,0.09956359
569751566274291712,587726031703375951,657.827,71.19504,200.5496,289.1278,0.526000022888184,0.369000002741814,0.104999996721745,20.0104,18.56937,17.70785,17.18002,16.91549,0.06393239
569751566274291712,587726031703375951,657.827,71.19504,200.5496,289.1278,0.526000022888184,0.369000002741814,0.104999996721745,20.0104,18.56937,17.70785,17.18002,16.91549,0.06393239
569751566274291712,587726031703375951,657.827,71.19504,200.5496,289.1278,0.526000022888184,0.369000002741814,0.104999996721745,20.0104,18.56937,17.70785,17.18002,16.91549,0.06393239
569793347716147200,587726031702917237,211.372,60.02063,232.4352,311.2236,0.699999988079071,0.233000002801418,0.0670000016689301,19.02033,18.13655,17.50362,17.07581,16.84508,0.07525125
570888466850670592,587726031704162412,10.14184,31.95406,119.7678,207.2388,0.472000002861023,0.527999997138977,0,20.55608,18.83963,17.90768,17.37881,16.97129,0.2836605
602509865570560000,587726033338958013,229.9843,36.06262,117.3027,169.7661,0.150000005960464,0.850000012665987,0,18.96123,17.43981,16.63221,16.1932,15.90593,0.367463
602509865570560000,587726033338958013,229.9843,36.06262,117.3027,169.7661,0.150000005960464,0.850000012665987,0,18.96123,17.43981,16.63221,16.1932,15.90593,0.367463
611407113964513280,587727866717995276,49.62024,48.79472,198.0234,268.4503,0.119000002741814,0.863999986555427,0.0180000001564622,18.88097,17.49467,16.76975,16.34117,16.04844,0.07050183
611407113964513280,587727866717995276,49.62024,48.79472,198.0234,268.4503,0.119000002741814,0.863999986555427,0.0180000001564622,18.88097,17.49467,16.76975,16.34117,16.04844,0.07050183
611453568330786816,587727867254866176,119.1907,51.72905,219.2504,249.6053,0.66100001335144,0.275000005960464,0.0649999976158142,19.46127,17.82309,16.88721,16.40156,16.07561,0.316038
618122105749268480,587727865649627291,791.3088,71.82583,219.9912,259.6882,0.736999988555908,0.244999997317791,0.0179999992251396,19.86341,18.07515,17.10016,16.63325,16.30966,0.1371324
618122105749268480,587727865649627291,791.3088,71.82583,219.9912,259.6882,0.736999988555908,0.244999997317791,0.0179999992251396,19.86341,18.07515,17.10016,16.63325,16.30966,0.1371324
618122105749268480,587727865649627291,791.3088,71.82583,219.9912,259.6882,0.736999988555908,0.244999997317791,0.0179999992251396,19.86341,18.07515,17.10016,16.63325,16.30966,0.1371324
630537796334938112,588009365867855886,417.2634,123.4646,376.6078,502.3185,0.75,0.0500000007450581,0.200000002980232,19.4235,18.13803,17.39646,16.95532,16.69971,0.0575314
630537796334938112,588009365867855886,417.2634,123.4646,376.6078,502.3185,0.75,0.0500000007450581,0.200000002980232,19.4235,18.13803,17.39646,16.95532,16.69971,0.0575314
636158773462853632,587727944027078984,385.8541,83.24053,220.2799,332.7698,0.34400001168251,0.593000002205372,0.061999998986721,19.00379,17.49798,16.67595,16.2451,15.95881,0.3469839
636158773462853632,587727944027078984,385.8541,83.24053,220.2799,332.7698,0.34400001168251,0.593000002205372,0.061999998986721,19.00379,17.49798,16.67595,16.2451,15.95881,0.3469839
644019183163566080,587728879265120411,57.60878,56.45916,220.6891,260.6279,0.200000002980232,0.733000002801418,0.0659999996423721,18.87093,17.51762,16.86223,16.49222,16.26069,0.2393371
